RATING,KATEGORI,GAMBAR,PRODUK,BRAND,DESKRIPSI,HARGA,skin_type,keywords,allergen
"4,9",eye treatment,//image.femaledaily.com/dyn/210/images/prod-pics/e79e4461efe627168c34ecc77057e595.jpg,Marigold Eye Power Serum Concentrate,NPURE,"MARIGOLD EYE POWER SERUM CONCENTRATE
 Perawatan mata anti kerut alami dengan 8x vitamin esensial, 5x peptida, dan korektor lingkaran hitam alami untuk membantu mengurangi munculnya kerutan, garis halus, lingkaran hitam, dan kantung mata.
  
  Suitable for: semua jenis kulit, terutama yang kering
  
 Ingredients:
 Water, Glycerin, Calendula Officinalis Flower Extract, Niacinamide, Propanediol, 1,2-Hexanediol, Pentylene Glycol, Butylene Glycol, Panthenol, Palmitoyl Tripeptide-5, Copper Tripeptide-1, Acetyl Hexapeptide-8, Palmitoyl Tetrapeptide-7, Palmitoyl Tripeptide-1, Tocopherol, Biotin, Cyanocobalamin, Ascorbyl Tetraisopalmitate, Pyridoxine Hcl, Linoleic Acid, Oleic Acid, Glyceryl Acrylate/​Acrylic Acid Copolymer, Calendula Officinalis Flower Oil, Caffeine, Acrylates/​C10-30 Alkyl Acrylate Crosspolymer, Hydroxyethyl Acrylate/​Sodium Acryloyldimethyl Taurate Copolymer, Tromethamine, Adenosine, Allantoin, Tocopheryl Acetate, Ethylhexylglycerin, Sodium Phytate, Zerumbone, Colloidal Gold, Palmitic Acid, Aloe Barbadensis Leaf Extract, Stearic Acid, Carbomer, Linolenic Acid, Polysorbate 20, Hexylene Glycol, Decylene Glycol, Totarol",Rp145.000,"kering, semua","eye , flower , hitam , caffeine , garis , anti , ascorbyl , propanediol , polysorbate , mengurangi",Tidak
"4,8",eye treatment,//image.femaledaily.com/dyn/210/images/prod-pics/product_1586747678107jpg,Eyeluminate Firming Serum,Azarine Cosmetics,"Serum mata ringan yang berfungsi untuk melembabkan, mengencangkan dan mencerahkan area mata. di formulasikan dengan bahan aktif alami, diantaranya Australian Kakadu Plum, Lemon, Collagen, Pomegranate, Centella Asiatica, Soybean Oil
  
  How to use:
  Aplikasikan di area mata, hindari kontak langsung dengan mata
  
  Suitable for:
  Semua jenis kulit, terutama kulit kering
  
 Ingredients:
  Australian Kakadu Plum, Lemon, Collagen, Pomegranate, Centella Asiatica, Soybean Oil",Rp42.000,"kering, semua","area , hindari , melembabkan , ringan , mencerahkan , kulit kering , kering , semua jenis kulit , semua jenis , jenis kulit",Tidak
"4,1",eye treatment,//image.femaledaily.com/dyn/210/images/prod-pics/product_1599446938_Somethinc__800x800.jpg,Game Changer Tripeptide Eye Concentrate Gel,Somethinc,"Somethinc Game Changer Tripeptide Eye Concentrate Gel merupakan eye gel yang mengandung 3 Jenis Peptide yang berfungsi merawat kontur kulit area mata, tanda-tanda mata kelelahan seperti munculnya lingkaran hitam, kantung mata, kerutan dan penuaan pada mata akibat paparan sinar biru. Serta merawat kehalusan, kelembaban dan kelembutan area sekitar bawah mata sehingga mata terlihat lebih segar.
  
  How to use:
  Keluarkan Eye Gel (sebesar kacang hijau), gunakan ujung keramik dengan gerakan tekan-tekan secara perlahan dimulai dari bagian dalam ke arah luar mata, bagian atas & bawah. Gunakan Pagi dan Malam hari. Dapat di-layer dan digunakan sebagai preparation sebelum makeup tanpa menimbulkan patchy.
  
  Suitable for:
  Semua jenis kulit
  
 Ingredients:
  Aloe vera, Poria cocos extract, Acetyl tetrapeptide-5, Dipeptide-2, Oligopeptide-5, Hyaluronic acid, Cynara scolimus leaf extract, Caffeine, Arthicoke",Rp145.000,semua,"eye , gel , merawat , area , caffeine , area sekitar , makeup , seperti , sekitar , jenis",Tidak
"4,4",eye treatment,//image.femaledaily.com/dyn/210/images/prod-pics/product_1630644201_34992_larg_800x800.jpg,Intensive Treatment Eye Serum,Lacoco,"Lacoco Intensive Treatment Eye Serum merupakan serum dengan konsentrasi tinggi khusus untuk area mata dan memiliki tekstur yang mudah menyerap dan tidak meninggalkan rasa lengket. Mengandung buah apel sebagai kandungan utama yang kaya akan Vitamin A yang dapat mempercepat perkembangan kulit dan mengurangi resiko kanker kulit, Vitamin C yang dapat menjaga kelembapan kulit, dan antioksidan yang dapat mencegah tanda penuaan. Dilengkapi dengan Lidah Buaya yang dapat memberikan kelembapan maksimal, dan Peptide yang dapat mencegah dan menyamarkan garis halus dan keriput pada wajah.
  
  How to Use:
  Aplikasikan serum pada kelopak dan area bawah mata menggunakan jari manis. Tepuk-tepuk secara perlahan untuk mempercepat penyerapan. Dapat digunakan pada pagi dan malam hari.
  
  Suitable for:
  Kulit kering, kulit sensitif
  
 Ingredients:
  Water, Butylene Glycol, Glycerin, Palmitoyl Hexapeptide-12, Triethanolamine, Carbomer, Pyrus Malus (Apple) Fruit Extract, Phenoxyethanol, Aloe Barbadensis Leaf Juice, Polyglutamic Acid, Ethylhexylglycerin, Tetrasodium EDTA, Fragrance",Rp180.000,sensitif,"kelembapan , eye , mencegah , area , vitamin , garis , dilengkapi , menyerap , kulit kering kulit , kering kulit",Tidak
"4,9",eye treatment,//image.femaledaily.com/dyn/210/images/prod-pics/product_1615891657_Trueve_Eye_800x800.jpg,Ultimate Eye Gel,Trueve,"Trueve Ultimate Eye Gel merupakan eye gel yang diperkaya dengan kandungan Multi Peptide (Dipeptide-2, Acetyl Tetrapeptide-2, Copper Tripeptide-1) dan Glycogen yang bermanfaat untuk merawat kekencangan dan kehalusan kulit di area sekitar mata, membantu menyamarkan kerutan dan garis halus di sekitar mata, menyamarkan kantung mata, serta melembabkan kulit di area sekitar mata. Dilengkapi dengan aplikator zinc alloy di bagian ujung tube nya.
  
  How to use:
  Oleskan Trueve Ultimate Eye Gel pada area sekitar mata. Hindari terkena mata. Untuk hasil maksimal, gunakan setiap pagi dan malam hari.
  
  Suitable for:
  Semua jenis kulit
  
 Ingredients:
  Dipeptide-2, Acetyl Tetrapeptide-2, Copper Tripeptide-1, Glycogen",Rp160.000,semua,"sekitar , eye , area sekitar , gel , area , menyamarkan , garis , dilengkapi , hindari , merawat",Tidak
"3,6",eye treatment,//image.femaledaily.com/dyn/210/images/prod-pics/product_1628569004_fab641932f_800x800.jpg,Caffeine Solution 5% + EGCG,The Ordinary,"DECIEM The Ordinary Caffeine Solution 5% + EGCG merupakan eye serum yang dapat mengurangi pigmen dan kantung mata. Mengandung 5 % caffeine berkonsentrat tinggi yang dapat mengurangi dark circle dan kantung mata. Caffeine juga dapat menghilangkan selulit.
  
  How To Use:
  Aplikasikan produk di area mata pada pagi dan malam hari.
  
  Suitable For:
  Kulit kering
  
 Ingredients:
  Aqua (Water), Caffeine, Maltodextrin, Glycerin, Propanediol, Epigallocatechin Gallatyl Glucoside, Gallyl Glucoside, Hyaluronic Acid, Oxidized Glutathione, Melanin, Glycine Soja (Soybean) Seed Extract",Rp205.000,kering,"caffeine , glucoside , mengurangi , menghilangkan , eye , propanediol , area , kulit kering , kering",Tidak
4,eye treatment,//image.femaledaily.com/dyn/210/images/prod-pics/product_1637833082_New_Cell__800x800.jpg,Newcell Eye Serum Roll On,Purbasari,"Newcell Eye Serum Roll On merupakan eye serum yang dilengkapi dengan roll sehingga mudah untuk mengaplikasikan. Berfungsi untuk membantu mengurangi kantung mata, membantu mengatasi lingkaran hitam pada area bawah mata Anda, merelaksasi mata yang lelah serta memberikan sensasi dingin pada area bawah mata. Dengan Kandungan Kafein berfungsi untuk melancarkan pembulu darah untuk pemakaian luar, menenangkan kulit, dan mengurangi dark circle pada mata.
  
  How to use:
  Gunakan di area bawah mata atau sekitar mata. Dapat digunakan sesering mungkin.
  
  Suitable for:
  Kulit kering
  
 Ingredients:
  Water, butylene glycol, glycerin, caffeine, benzyl alcohol, carboner, triethanolamine, acetyl tetrapeptide-5, parfum, tetrasodium, EDTA, sodium hyaluronic acid, panthenol (vitamin B5), methylchloroisothiazolinone, methylisothiazolinone.",Rp33.000,kering,"eye , area , mengurangi , membantu , caffeine , dilengkapi , sekitar , mengatasi , menenangkan , parfum",Ya
"4,3",eye treatment,//image.femaledaily.com/dyn/210/images/prod-pics/product_1651028242_ampoule_800x800.png,Advanced Action Eye Ampoule,AVOSKIN,"AVOSKIN Advanced Action Eye Ampoule merupakan eye ampoule yang mengandung 7,5% Peptide (Mix of ARGIRELINE® & EYESERIL®), Niacinamide, Probiotics, Caffeine, Green Tea, dan Cucumber yang membantu menghidrasi, mencerahkan, menjaga kekenyalan kulit, kaya kandungan anti-oksidan, dan beRp eran penting dalam menunda munculnya kerutan halus pada kulit sekitar mata. 
  
  How to use:
  Ambil pipet dan teteskan 2 atau 3 drop Avoskin Advance Action Eye Ampoule di jari. Aplikasikan pada kulit bawa bawah mata dan kelopak mata dengan pijatan lembut. 
  
  Suitable for:
  Semua jenis kulit
  
 Ingredients:
  Water, Butylene Glycol, Pullulan, Niacinamide, Propanediol, Sodium Polyacrylate, 1,2-Hexanediol, Caprylhydroxamic Acid, Cucumis Sativus (Cucumber) Fruit Extract, Lactobacillus Ferment Lysate, Camellia Sinensis Leaf Extract, Punica Granatum Extract, Caprylyl Glycol, Sodium Hydroxide, Lactobacillus Ferment, Acetyl Tetrapeptide-5, Caffeine, Acetyl Hexapeptide-8.",Rp33.000,semua,"eye , caffeine , camellia , sekitar , anti , propanediol , menjaga , halus , kandungan , mencerahkan",Tidak
"4,7",eye treatment,//image.femaledaily.com/dyn/210/images/prod-pics/product_1660027911_OAP_ECOM_800x800.jpg,Revitalift Triple Roller 2.5% Hyaluron + Caffeine Eye Serum,L'Oreal Paris,"L'Oreal Paris Triple Roller 2.5% Hyaluron Eye Serum adalah serum dengan 1.% Hyaluron dan 1% Caffeine mengembalikan kelembapan kulit area mata dan menyamarkan kantung mata untuk tampilan area mata yang lebih cerah, kenyal, dan tampak lebih halus. Dengan aplikator Triple Roller yang dipatenkan terbuat dari 3 Stainless Steel Cooling Balls yang dapat ditekuk secara optimal untuk memberikan pijatan pada area mata untuk membantu proses penyerapan bahan aktif, mengasilkan hasil yang efektif.
  
  How to use:
  Pijat secara lembut dengan gerakan memutar pada bagian bawah mata ke arah pelipis, ulangi sebanyak 4 kali. Ratakan pada bagian kelopak mata. Secara lembut tepuk sisa produk menggunakan jari. Lanjutkan dengan rangkaian perawatan wajah lainnya.
  
  Suitable for:
  Semua jenis kulit, termasuk kulit sensitif
  
 Ingredients:
  AQUA / WATER, GLYCERIN, HYDROXYETHYLPIPERAZINE ETHANE SULFONIC ACID, NIACINAMIDE, SODIUM HYALURONATE, CAFFEINE, CITRIC ACID, HYDROXYACETOPHENONE, TRISODIUM ETHYLENEDIAMINE, DISUCCINATE, ASCORBYL GLUCOSIDE, CAPRYLYL GLYCOL, CHLORp HENESIN",Rp209.000,"sensitif, semua","caffeine , area , eye , lembut , kelembapan , kali , efektif , ascorbyl , glucoside , kulit sensitif",Tidak
"4,6",eye treatment,//image.femaledaily.com/dyn/210/images/prod-pics/4a287b65e4bf8e8e571e514291218a53.jpg,Eye Serum,Raiku Beauty,"Raiku Eye Serum mengandung bahan aktif Jojoba Oil, Camellia Seed Oil, Squalane dan Niacinamide. Bermanfaat untuk melembabkan, melindungi dan mencegah tanda-tanda penuaan di sekitar mata. Juga untuk mencerahkan daerah sekitar mata yang cenderung gelap. Cocok untuk kulit daerah sekitar mata yang cenderung lebih tipis dan sensitive dibandingkan kulit daerah lain. Formulanya ringan dan tidak menyumbat pori-pori atau menyebabkan milia.
  
  How to use:
  Oleskan secara satu arah dan merata, di daerah sekitar mata yang sudah dibersihkan pada pagi dan malam hari
  
  Suitable for:
  Semua jenis kulit
  
 Ingredients:
 Water, Glycerin, Propylene Glycol, Camellia Oleifera Seed Oil, Mineral Oil (Paraffinum Liquidum), Cyclopentasiloxane, Styrene/Acrylates Copolymer, Simmondsia Chinensis (Jojoba) Seed Oil, Caprylic/Capric Triglyceride, Benzyl Alcohol, Dimethicone, Cyclohexasiloxane, Tromethamine, Hydroxyethyl Acrylate/Sodium Acryloyldimethyl Taurate Copolymer, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Allantoin, Niacinamide, Sorbitan Isostearate, Squalane, Gluconolactone, Cetearyl Dimethicone Crosspolymer, Chamomilla Recutita Flower Extract, Sodium Benzoate, Tocopheryl Acetate, Disodium EDTA, Glyceryl Laurate, Polysorbate 60,Propyl Gallate, Calcium Gluconate, Gallyl Glucoside, Epigallocatechin Gallatyl Glucoside, Dehydroacetic Acid.",Rp148.000,semua,"sekitar , camellia , eye , glucoside , pori , cyclopentasiloxane , formulanya , flower , benzoate , mencegah",Ya
"2,5",eye treatment,//image.femaledaily.com/dyn/210/images/prod-pics/product_1441623229_BRIGHTENIN_800x800.jpg,Light Complete Eye Roll-On,Garnier,"Garnier Brightening Eye Roll-On adalah roll on yang berguna untuk mengurangi kantung mata dan lingkaran hitam pada mata. Roll ini menggabungkan kafein dan efek pijatan untuk membantu menyamarkan kantung mata dan noda hitam, sehingga kulit daerah mata tampak lebih cerah. Kekuatan bahan aktif kafein berkhasiat untuk menyegarkan dan membantu mengatasi kelelahan/kepenatan. Kafein juga dikenal memiliki kemampuan stimulasi pada sirkulasi. Bahan aktif tersebut telah dikaitkan dengan pro-vitamin B5 untuk memberikan hidrasi.
  
  How To Use:
  Aplikasikan roll on pada kantung mata dan lingkaran hitam pada mata
  
  Suitable For:
  Semua jenis kulit
  
 Ingredients:
 Aqua/​Water, Butylene Glycol, Glycerin, Aluminum Hydroxide, Biosaccharide Gum-1, C13-14 Isoparaffin, Caffeine, Caprylyl Glycol, Disodium EDTA, Escin, Guanosine, Hydroxyproline, Imidazolidinyl Urea, Laureth-7, Methylparaben, Mica, Panthenol, Polyacrylamide, Sodium Hyaluronate, Xanthan Gum",Rp50.000,semua,"hitam , eye , membantu , caffeine , mengatasi , noda hitam , menyegarkan , noda , mengurangi , menyamarkan",Ya
"4,6",eye treatment,//image.femaledaily.com/dyn/210/images/prod-pics/2036a60cee8ab3b49f7e2e22b5bee1c4.jpg,Eyessential Night Serum,ElsheSkin,"Manfaat Eye Serum ElsheSkin Eyessential Night:
  1. Mencerahkan area mata dan memudarkan dark circle
  2. Mengurangi mata sembab
  3. Mengencangkan area di sekitar mata
  4. Mengurangi penampakan garis-garis halus karena penuaan dini
  5. Melembabkan agar mata terlihat segar
  
 Suitable for:
 Kulit kering
 
 Ingredients:
 Apple Steam Cells Polyphenols, Red Algae, Powerful Vitamin c, Encapsulated Retinol, Petides, Hyaluronic Acid, Polyglutamic Acid",Rp199.000,kering,"garis , mengurangi , area , area sekitar , sekitar , eye , segar , melembabkan , halus , vitamin",Tidak
"4,9",eye treatment,//image.femaledaily.com/dyn/210/images/prod-pics/2036a60cee8ab3b49f7e2e22b5bee1c4.jpg,Bright Cucumber Peptide Eye Serum Gel,Kindy Glow,"Kindy Glow Bright Cucumber Peptide merupakan Eye Serum Gel yang diformulasikan dengan 11 Bright & HydratingIngredients:(2 Peptide, Hyaluronic Acid, Cucumber, Kelp, Niacinamide, Poria Cocos, dan lainnya) yang bermanfaat untuk mencerahkan lingkaran hitam, merawat kekencangan, kerutan, kelembaban, dan kehalusan kulit di sekitar mata secara maksimal. Memiliki sensasi dingin dan menenangkan yang aman untuk mata sensitif, milia, serta dapat membuat area sekitar mata terasa relax. Kindy Glow Bright Cucumber Peptide Eye Serum Gel memiliki tekstur gel yang ringan, sehingga cepat meresap & dapat membuat area sekitar mata terasa cerah, lembut, lembab dan kencang.
  
  How to use:
  Aplikasikan pada area di bawah mata
  
  Suitable for:
  Semua jenis kulit
  
 Ingredients:
  Aqua, Peg/Ppg/Polybutylene Glycol-8/5/3 Glycerin, Butylene Glycol, Propylene Glycol, Niacinamide, Cucumis Sativus (Cucumber) Fruit Extract, Hydroxyethylcellulose, Propanediol, Polyacrylamide, C13-14 Isoparaffin",Rp77.000,semua,"sekitar , eye , gel , area , area sekitar , membuat , merawat , menenangkan , propanediol , kelembaban",Tidak
"4,3",eye treatment,//image.femaledaily.com/dyn/210/images/prod-pics/product_1603790483_advanced_l_800x800.jpg,Advanced Genifique Eye Light Pearl,Lancome,"Lancome Genifique Eye Light-Pearl adalah serum pencerah area bawah mata yang dapat mengurangi lingkaran hitam dan kerutan. Serum ini juga dapat menjaga dan meningkatkan kelembaban kulit wajah.
  
  How to use:
  Aplikasikan produk dengan batang yang disediakan secara merata di bagian bawah mata. Pijat halus supaya dapat memperlancar sirkulasi darah dan mengurangi pembengkakan. Simpan pada kulkas untuk sensasi dingin pada produk.
  
  Suitable for
  Kulit normal
  
 Ingredients:
  Water, Bifida Ferment Lysate, Propanediol, Glycerin, Alcohol Denat., Dimethicone, C13-14 Isoparaffin, Escin, Tocopheryl Acetate, Sodium Benzoate, Phenoxyethanol, Adenosine, Caffeine, Polyacrylamide, ChloRp henesin",Rp850.000,normal,"eye , mengurangi , caffeine , kelembaban kulit , benzoate , propanediol , kelembaban , menjaga , hitam , area",Tidak
"3,4",eye treatment,//image.femaledaily.com/dyn/210/images/prod-pics/product_1520246521_Laneige_Ti_800x800.png,Time Freeze Eye Serum EX,Laneige,"Laneige Time Freeze Eye Serum merupakan serum untuk mata yang diformulasikan khusus untuk mengatasi tanda-tanda penuaan pada sering muncul pada area mata yaitu berkurangnya elastisitas, munculnya garis-garis halus, dan kantung mata yang gelap. Mengandung esktrak Rumput Laut yang dapat melindungi kulit area mata dari kerusakan dan dilengkapi dengan Dynamic Collagen™ yang dapat memberi kelembapan pada area mata untuk jangka waktu yang lama, dan membantu mencegah terbentuknya garis-garis halus pada area mata. 
  
  How to Use:
  Usapkan secukupnya pada area bawah mata, kelopak mata, dan kulit di sekitar alis menggunakan jari tengah, kemudian tekan area tersebut dengan lembut untuk membantu penyerapan produk.
  
  Suitable for:
  Semua jenis kulit
  
 Ingredients:
  Water, Butylene Glycol, Dimethicone, Glycerin, PCA Dimethicone, Butyrospermum Parkii (Shea) Butter, Pentaerythrityl Tetraethylhexanoate, Dimethicone/Vinyl Dimethicone Crosspolymer, Ceratonia Siliqua (Carob) Fruit Extract, Dipalmitoyl Hydroxyproline, Laminaria Cloustoni Extract, Hydroxypropyl Bispalmitamide MEA",Rp600.000,semua,"area , garis , eye , halus , membantu , dilengkapi , sekitar , kelembapan , mengatasi , melindungi kulit",Tidak
"3,1",eye treatment,//image.femaledaily.com/dyn/210/images/prod-pics/6563ada06ae290006afa7fd94ae0ce49.jpg,California Aloe Vera 74 Cooling Eye Serum,Nature Republic,"Produk ini merupakan produk perawatan mata yang terbuat dari ekstrak lidah buaya yang berasal dari california yang berfungsi untuk melembabkan dan mengurangi keriput halus diarea sekitar mata.
  Ditambah dengan tiga jenis bola pendingin dapat menyegarkan dan merevitalisasi kulit di sekitar mata dan memijat area mata yang lelah.
  
  Diformulasikan dengan 74% aloe vera, cepat meresap. Cocok untuk kulit sensitif.
  - Dilengkapi dengan mini roller, untuk massage area sekitar mata
  - Meremajakan
  - Kandungan Aloe Vera, vitamin E, dan C nya berfungsi melembakan, menyegarkan, mencerahkan, dan menangkal paparan buruk sinar matahari.
  - Cooling Effect, mengatasi mata lelah
  - Dengan pemakaian rutin, dapat menyamarkan garis halus di area sekitar mata
  
 Suitable for:
 Semua jenis kulit
 
 Ingredients:
 Water, Mineral Oil, Polyglyceryl-2 Diisostearate, Hydrogenated Poly(C6-14 Olefin), Butylene Glycol, Petrolatum, Niacinamide, Ceresin, Cetyl PEG/​PPG-10/​1 Dimethicone, Sodium Glutamate, Pentylene Glycol, Synthetic Beeswax, Disteardimonium Hectorite, Phenoxyethanol, Methyl Methacrylate Crosspolymer, Saccharum Officinarum (Sugarcane) Extract, Chondrus Crispus Extract, Fragrance(Parfum), Polyethylene, Panax Ginseng Root Extract, Royal Jelly Extract, Mica (Ci 77019), Dipotassium Glycyrrhizate, Titanium Dioxide (Ci 77891), Adenosine, Gold (Ci 77480), Disodium EDTA, Cyclohexasiloxane, Macadamia Ternifolia Seed Oil, Iron Oxides (Ci 77491), 1,2-Hexanediol, Ceramide 3, Phytosphingosine, Ethyl Hexanediol, Tin Oxide (Ci 77861), Silk Amino Acids, Ethylhexylglycerin",Rp130.000,semua,"sekitar , area , area sekitar , menyegarkan , halus , matahari , garis , dilengkapi , titanium dioxide , titanium",Ya
"2,5",eye treatment,//image.femaledaily.com/dyn/210/images/prod-pics/product_1642756623_the_body_s_800x800.jpg,Vitamin E Eyes Cube,The Body Shop,"The Body Shop Vitamin E Eyes Cube adalah serum yang menyegarkan dan memulihkan kondisi kulit di area sekitar mata. Lingkaran hitam dan tampilan mata lelah berkurang, sementara efek dinginnya mengatasi tampilan mata sembap dan kantung mata.
  
  How to use :
  Aplikasikan pada area bawah mata
  
  Suitable for :
  Semua jenis kulit
  
 Ingredients:
  Aqua/Water (Solvent), Bis-PEG-18 Methyl Ether Dimethyl Silane (Skin Conditioning Agent - Humectant), Sodium Stearate (Surfactant), Butylene Glycol (Humectant), Propanediol (Viscosity Modifier), Methoxy PEG-10 (Humectant), PEG-150 (Humectant), Glycerin (Humectant)",Rp209.000,semua,"area , vitamin , area sekitar , sekitar , mengatasi , menyegarkan , propanediol , skin , hitam , semua jenis kulit",Tidak
"4,5",eye treatment,//image.femaledaily.com/dyn/210/images/prod-pics/product_1598426351_eye_bag_800x800.jpg,Eye Bag & Dark Circle Reducer,Envygreen,"Envygreen Eye Bag & Dark Circle Reducer merupakan serum mata dengan kandungan Glycosaminoglycans yang membantu menormalkan kembali keseimbangan enzim serta menjaga tampilan kulit sekitar mata tampak sehat dan segar. 
  
  How to use:
  Oleskan serum disekitar mata dengan hati-hati, usap ringan hingga produk meresap dengan sempurna dan diamkan semalaman. Dapat digunakan 1-2x sehari atau sesuai anjuran.
  
  Suitable for:
  Semua jenis kulit
  
 Ingredients:
  Aqua, Aloe Barbandensis Extract, Pentylene Glycol, Polyacrylate Crosspolymer 6, Tocopheryl Acetate, Phenoxyethanol, Glycosaminoglycans, Butylene Glycol, Ethylhexylglycerin, Alteromonas Ferment Extract, Trisodium Edta, Potassium Sorbate, Methylparaben, Proplyparaben, Ethylparaben",Rp209.000,semua,"eye , sekitar , menjaga , segar , ringan , kandungan , membantu , semua jenis kulit , semua jenis , jenis kulit",Tidak
